Jul  5 23:38:16 node7 kernel: imklog 5.8.6, log source = /proc/kmsg started.
Jul  5 23:38:16 node7 rsyslogd: [origin software="rsyslogd" swVersion="5.8.6" x-pid="962" x-info="http://www.rsyslog.com"] start
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's groupid changed to 103
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's userid changed to 101
Jul  5 23:38:16 node7 rsyslogd-2039: Could not open output pipe '/dev/xconsole' [try http://www.rsyslog.com/e/2039 ]
Jul  8 11:54:24 node7 kernel: [    0.361738] pci 0000:00:1c.6: PCI bridge to [bus 07-07]
Jul  8 11:54:24 node7 kernel: [    0.361802] pci 0000:08:00.0: [104c:8241] type 00 class 0x0c0330
Jul  8 11:54:24 node7 kernel: [    0.361825] pci 0000:08:00.0: reg 10: [mem 0xef200000-0xef20ffff 64bit]
Jul  8 11:54:24 node7 kernel: [    0.361843] pci 0000:08:00.0: reg 18: [mem 0xef210000-0xef211fff 64bit]
Jul  8 11:54:24 node7 kernel: [    0.361941] pci 0000:08:00.0: supports D1 D2
Jul  8 11:54:24 node7 kernel: [    0.361942] pci 0000:08:00.0: PME# supported from D0 D1 D2 D3hot D3cold
Jul  8 11:54:24 node7 kernel: [    0.369252] pci 0000:00:1c.7: PCI bridge to [bus 08-08]
Jul  8 11:54:24 node7 kernel: [    0.369257] pci 0000:00:1c.7:   bridge window [mem 0xef200000-0xef2fffff]
Jul  8 11:54:24 node7 kernel: [    0.369292] pci 0000:09:05.0: [11c1:5811] type 00 class 0x0c0010
Jul  8 11:54:24 node7 kernel: [    0.369307] pci 0000:09:05.0: reg 10: [mem 0xef100000-0xef100fff]
Jul  8 11:54:24 node7 kernel: [    0.369373] pci 0000:09:05.0: supports D1 D2
Jul  8 11:54:24 node7 kernel: [    0.369374] pci 0000:09:05.0: PME# supported from D0 D1 D2 D3hot
Jul  8 11:54:24 node7 kernel: [    0.369410] pci 0000:00:1e.0: PCI bridge to [bus 09-09] (subtractive decode)
Jul  8 11:54:24 node7 kernel: [    0.369414] pci 0000:00:1e.0:   bridge window [mem 0xef100000-0xef1fffff]
Jul  8 11:54:24 node7 kernel: [    0.369418] pci 0000:00:1e.0:   bridge window [io  0x0000-0x03af] (subtractive decode)
Jul  8 11:54:24 node7 kernel: [    0.369420] pci 0000:00:1e.0:   bridge window [io  0x03e0-0x0cf7] (subtractive decode)
Jul  8 11:54:24 node7 kernel: [    0.369421] pci 0000:00:1e.0:   bridge window [io  0x03b0-0x03df] (subtractive decode)
Jul  8 11:54:24 node7 kernel: [    0.369422] pci 0000:00:1e.0:   bridge window [io  0x0d00-0xffff] (subtractive decode)
Jul  8 11:54:24 node7 kernel: [    0.369423] pci 0000:00:1e.0:   bridge window [mem 0x000a0000-0x000bffff] (subtractive decode)
Jul  8 11:54:24 node7 kernel: [    0.369424] pci 0000:00:1e.0:   bridge window [mem 0x000c0000-0x000dffff] (subtractive decode)
Jul  8 11:54:24 node7 kernel: [    0.369425] pci 0000:00:1e.0:   bridge window [mem 0xe0000000-0xefffffff] (subtractive decode)
Jul  8 11:54:24 node7 kernel: [    0.369463] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369544] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.BR20._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369571] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.NPE1._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369587] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.NPE2._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369603] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.NPE3._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369621] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PEX1._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369632] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PEX2._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369647] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PEX3._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369658] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PEX4._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369674] ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PEX8._PRT]
Jul  8 11:54:24 node7 kernel: [    0.369732]  pci0000:00: Requesting ACPI _OSC control (0x1d)
Jul  8 11:54:24 node7 kernel: [    0.369807]  pci0000:00: ACPI _OSC request failed (AE_SUPPORT), returned control mask: 0x0d
Jul  8 11:54:24 node7 kernel: [    0.369808] ACPI _OSC control for PCIe not granted, disabling ASPM
Jul  8 11:54:24 node7 kernel: [    0.373192] ACPI: PCI Root Bridge [PCI1] (domain 0000 [bus 40-ff])
Jul  8 11:54:24 node7 kernel: [    0.373311] pci_root PNP0A08:01: host bridge window [io  0x0000-0x03af]
Jul  8 11:54:24 node7 kernel: [    0.373313] pci_root PNP0A08:01: host bridge window [io  0x03e0-0x0cf7]
Jul  8 11:54:24 node7 kernel: [    0.373314] pci_root PNP0A08:01: host bridge window [mem 0x000c0000-0x000dffff]
Jul  8 11:54:24 node7 kernel: [    0.373329] PCI host bridge to bus 0000:40
Jul  8 11:54:24 node7 kernel: [    0.373331] pci_bus 0000:40: root bus resource [io  0x0000-0x03af]
Jul  8 11:54:24 node7 kernel: [    0.373332] pci_bus 0000:40: root bus resource [io  0x03e0-0x0cf7]
Jul  8 11:54:24 node7 kernel: [    0.373333] pci_bus 0000:40: root bus resource [mem 0x000c0000-0x000dffff]
Jul  8 11:54:24 node7 kernel: [    0.373359] ACPI: PCI Interrupt Routing Table [\_SB_.PCI1._PRT]
Jul  8 11:54:24 node7 kernel: [    0.373419]  pci0000:40: Requesting ACPI _OSC control (0x1d)
Jul  8 11:54:24 node7 kernel: [    0.373492]  pci0000:40: ACPI _OSC request failed (AE_SUPPORT), returned control mask: 0x0d
Jul  8 11:54:24 node7 kernel: [    0.373493] ACPI _OSC control for PCIe not granted, disabling ASPM
Jul  8 11:54:24 node7 kernel: [    0.373519] ACPI: PCI Interrupt Link [LNKA] (IRQs 3 4 5 6 7 10 *11 12 14 15)
Jul  8 11:54:24 node7 kernel: [    0.373545] ACPI: PCI Interrupt Link [LNKB] (IRQs 3 4 5 6 *7 10 11 12 14 15)
Jul  8 11:54:24 node7 kernel: [    0.373570] ACPI: PCI Interrupt Link [LNKC] (IRQs 3 *4 5 6 10 11 12 14 15)
Jul  8 11:54:24 node7 kernel: [    0.373593] ACPI: PCI Interrupt Link [LNKD] (IRQs *3 4 5 6 10 11 12 14 15)
Jul  8 11:54:24 node7 kernel: [    0.373617] ACPI: PCI Interrupt Link [LNKE] (IRQs 3 4 *5 6 7 10 11 12 14 15)
Jul  8 11:54:24 node7 kernel: [    0.373641] ACPI: PCI Interrupt Link [LNKF] (IRQs 3 4 5 6 7 10 11 12 14 15) *0
Jul  8 11:54:24 node7 kernel: [    0.373664] ACPI: PCI Interrupt Link [LNKG] (IRQs 3 4 5 6 7 10 *11 12 14 15)
Jul  8 11:54:24 node7 kernel: [    0.373688] ACPI: PCI Interrupt Link [LNKH] (IRQs 3 4 5 6 7 *10 11 12 14 15)
Jul  8 11:54:24 node7 kernel: [    0.373755] vgaarb: device added: PCI:0000:05:00.0,decodes=io+mem,owns=io+mem,locks=none
Jul  8 11:54:24 node7 kernel: [    0.373756] vgaarb: loaded
Jul  8 11:54:24 node7 kernel: [    0.373757] vgaarb: bridge control possible 0000:05:00.0
Jul  8 11:54:24 node7 kernel: [    0.373852] SCSI subsystem initialized
Jul  8 11:54:24 node7 kernel: [    0.373883] libata version 3.00 loaded.
Jul  8 11:54:24 node7 kernel: [    0.373896] ACPI: bus type usb registered
Jul  8 11:54:24 node7 kernel: [    0.373906] usbcore: registered new interface driver usbfs
Jul  8 11:54:24 node7 kernel: [    0.373910] usbcore: registered new interface driver hub
Jul  8 11:54:24 node7 kernel: [    0.373922] usbcore: registered new device driver usb
Jul  8 11:54:24 node7 kernel: [    0.373959] PCI: Using ACPI for IRQ routing
Jul  8 11:54:24 node7 kernel: [    0.376591] PCI: Discovered peer bus 7f
Jul  8 11:54:24 node7 kernel: [    0.376592] PCI: root bus 7f: using default resources
Jul  8 11:54:24 node7 kernel: [    0.376594] PCI: Probing PCI hardware (bus 7f)
Jul  8 11:54:24 node7 kernel: [    0.376609] PCI host bridge to bus 0000:7f
Jul  8 11:54:24 node7 kernel: [    0.376610] pci_bus 0000:7f: root bus resource [io  0x0000-0xffff]
Jul  8 11:54:24 node7 kernel: [    0.376612] pci_bus 0000:7f: root bus resource [mem 0x00000000-0x3fffffffffff]
Jul  8 11:54:24 node7 kernel: [    0.376619] pci 0000:7f:08.0: [8086:3c80] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376649] pci 0000:7f:08.3: [8086:3c83] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376685] pci 0000:7f:08.4: [8086:3c84] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376727] pci 0000:7f:09.0: [8086:3c90] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376756] pci 0000:7f:09.3: [8086:3c93] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376792] pci 0000:7f:09.4: [8086:3c94] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376833] pci 0000:7f:0a.0: [8086:3cc0] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376853] pci 0000:7f:0a.1: [8086:3cc1] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376874] pci 0000:7f:0a.2: [8086:3cc2] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376894] pci 0000:7f:0a.3: [8086:3cd0] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376916] pci 0000:7f:0b.0: [8086:3ce0] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376934] pci 0000:7f:0b.3: [8086:3ce3] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376952] pci 0000:7f:0c.0: [8086:3ce8] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376970] pci 0000:7f:0c.1: [8086:3ce8] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.376990] pci 0000:7f:0c.6: [8086:3cf4] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377008] pci 0000:7f:0c.7: [8086:3cf6] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377027] pci 0000:7f:0d.0: [8086:3ce8] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377045] pci 0000:7f:0d.1: [8086:3ce8] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377064] pci 0000:7f:0d.6: [8086:3cf5] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377083] pci 0000:7f:0e.0: [8086:3ca0] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377103] pci 0000:7f:0e.1: [8086:3c46] type 00 class 0x110100
Jul  8 11:54:24 node7 kernel: [    0.377128] pci 0000:7f:0f.0: [8086:3ca8] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377157] pci 0000:7f:0f.1: [8086:3c71] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377185] pci 0000:7f:0f.2: [8086:3caa] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377215] pci 0000:7f:0f.3: [8086:3cab] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377247] pci 0000:7f:0f.4: [8086:3cac] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377276] pci 0000:7f:0f.5: [8086:3cad] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377303] pci 0000:7f:0f.6: [8086:3cae] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377327] pci 0000:7f:10.0: [8086:3cb0] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377357] pci 0000:7f:10.1: [8086:3cb1] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377386] pci 0000:7f:10.2: [8086:3cb2] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377415] pci 0000:7f:10.3: [8086:3cb3] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377445] pci 0000:7f:10.4: [8086:3cb4] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377475] pci 0000:7f:10.5: [8086:3cb5] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377504] pci 0000:7f:10.6: [8086:3cb6] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377533] pci 0000:7f:10.7: [8086:3cb7] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377561] pci 0000:7f:11.0: [8086:3cb8] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377586] pci 0000:7f:13.0: [8086:3ce4] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.377604] pci 0000:7f:13.1: [8086:3c43] type 00 class 0x110100
Jul  8 11:54:24 node7 kernel: [    0.377624] pci 0000:7f:13.4: [8086:3ce6] type 00 class 0x110100
Jul  8 11:54:24 node7 kernel: [    0.377643] pci 0000:7f:13.5: [8086:3c44] type 00 class 0x110100
Jul  8 11:54:24 node7 kernel: [    0.377661] pci 0000:7f:13.6: [8086:3c45] type 00 class 0x088000
Jul  8 11:54:24 node7 kernel: [    0.378068] PCI: pci_cache_line_size set to 64 bytes
Jul  8 11:54:24 node7 kernel: [    0.378182] e820: reserve RAM buffer [mem 0xc8ed1000-0xcbffffff]
Jul  8 11:54:24 node7 kernel: [    0.378183] e820: reserve RAM buffer [mem 0xdb574000-0xdbffffff]
Jul  8 11:54:24 node7 kernel: [    0.378184] e820: reserve RAM buffer [mem 0xdbb74000-0xdbffffff]
Jul  8 11:54:24 node7 kernel: [    0.378242] NetLabel: Initializing
Jul  8 11:54:24 node7 kernel: [    0.378243] NetLabel:  domain hash size = 128
Jul  8 11:54:24 node7 kernel: [    0.378244] NetLabel:  protocols = UNLABELED CIPSOv4
Jul  8 11:54:24 node7 kernel: [    0.378251] NetLabel:  unlabeled traffic allowed by default
Jul  8 11:54:24 node7 kernel: [    0.378286] hpet0: at MMIO 0xfed00000, IRQs 2, 8, 0, 0, 0, 0, 0, 0
Jul  8 11:54:24 node7 kernel: [    0.378291] hpet0: 8 comparators, 64-bit 14.318180 MHz counter
Jul  8 11:54:24 node7 kernel: [    0.381313] Switching to clocksource hpet
Jul  8 11:54:24 node7 kernel: [    0.384946] AppArmor: AppArmor Filesystem Enabled
Jul  8 11:54:24 node7 kernel: [    0.384960] pnp: PnP ACPI init
Jul  8 11:54:24 node7 kernel: [    0.384968] ACPI: bus type pnp registered
Jul  8 11:54:24 node7 kernel: [    0.385085] pnp 00:00: [bus 00-3f]
Jul  8 11:54:24 node7 kernel: [    0.385087] pnp 00:00: [io  0x0cf8-0x0cff]
Jul  8 11:54:24 node7 kernel: [    0.385088] pnp 00:00: [io  0x0000-0x03af window]
Jul  8 11:54:24 node7 kernel: [    0.385089] pnp 00:00: [io  0x03e0-0x0cf7 window]
Jul  8 11:54:24 node7 kernel: [    0.385090] pnp 00:00: [io  0x03b0-0x03df window]
Jul  8 11:54:24 node7 kernel: [    0.385091] pnp 00:00: [io  0x0d00-0xffff window]
Jul  8 11:54:24 node7 kernel: [    0.385092] pnp 00:00: [mem 0x000a0000-0x000bffff window]
Jul  8 11:54:24 node7 kernel: [    0.385094] pnp 00:00: [mem 0x000c0000-0x000dffff window]
Jul  8 11:54:24 node7 kernel: [    0.385095] pnp 00:00: [mem 0xe0000000-0xefffffff window]
Jul  8 11:54:24 node7 kernel: [    0.385096] pnp 00:00: [mem 0x00000000 window]
Jul  8 11:54:24 node7 kernel: [    0.385097] pnp 00:00: [mem 0x00000000 window]
Jul  8 11:54:24 node7 kernel: [    0.385139] pnp 00:00: Plug and Play ACPI device, IDs PNP0a08 PNP0a03 (active)
Jul  8 11:54:24 node7 kernel: [    0.385160] pnp 00:01: [mem 0xfc000000-0xfcffffff window]
Jul  8 11:54:24 node7 kernel: [    0.385161] pnp 00:01: [mem 0xfd000000-0xfdffffff window]
Jul  8 11:54:24 node7 kernel: [    0.385162] pnp 00:01: [mem 0xfe000000-0xfeafffff window]
Jul  8 11:54:24 node7 kernel: [    0.385163] pnp 00:01: [mem 0xfeb00000-0xfebfffff window]
Jul  8 11:54:24 node7 kernel: [    0.385164] pnp 00:01: [mem 0xfed00400-0xfed3ffff window]
Jul  8 11:54:24 node7 kernel: [    0.385166] pnp 00:01: [mem 0xfed45000-0xfedfffff window]
Jul  8 11:54:24 node7 kernel: [    0.385167] pnp 00:01: [mem 0xeffff000-0xefffffff window]
Jul  8 11:54:24 node7 kernel: [    0.385208] system 00:01: [mem 0xfc000000-0xfcffffff window] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385210] system 00:01: [mem 0xfd000000-0xfdffffff window] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385211] system 00:01: [mem 0xfe000000-0xfeafffff window] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385212] system 00:01: [mem 0xfeb00000-0xfebfffff window] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385214] system 00:01: [mem 0xfed00400-0xfed3ffff window] could not be reserved
Jul  8 11:54:24 node7 kernel: [    0.385215] system 00:01: [mem 0xfed45000-0xfedfffff window] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385216] system 00:01: [mem 0xeffff000-0xefffffff window] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385218] system 00:01: Plug and Play ACPI device, IDs PNP0c01 (active)
Jul  8 11:54:24 node7 kernel: [    0.385290] pnp 00:02: [io  0x0000-0xffffffffffffffff disabled]
Jul  8 11:54:24 node7 kernel: [    0.385291] pnp 00:02: [io  0x0620-0x063f]
Jul  8 11:54:24 node7 kernel: [    0.385292] pnp 00:02: [io  0x0800-0x07ff disabled]
Jul  8 11:54:24 node7 kernel: [    0.385293] pnp 00:02: [io  0x0610-0x061f]
Jul  8 11:54:24 node7 kernel: [    0.385329] system 00:02: [io  0x0620-0x063f] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385330] system 00:02: [io  0x0610-0x061f] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385332] system 00:02: Plug and Play ACPI device, IDs PNP0c02 (active)
Jul  8 11:54:24 node7 kernel: [    0.385345] pnp 00:03: [io  0x0060]
Jul  8 11:54:24 node7 kernel: [    0.385346] pnp 00:03: [io  0x0064]
Jul  8 11:54:24 node7 kernel: [    0.385354] pnp 00:03: [irq 1]
Jul  8 11:54:24 node7 kernel: [    0.385368] pnp 00:03: Plug and Play ACPI device, IDs PNP0303 PNP030b (active)
Jul  8 11:54:24 node7 kernel: [    0.385387] pnp 00:04: [irq 12]
Jul  8 11:54:24 node7 kernel: [    0.385397] pnp 00:04: Plug and Play ACPI device, IDs PNP0f03 PNP0f13 (active)
Jul  8 11:54:24 node7 kernel: [    0.385404] pnp 00:05: [dma 4]
Jul  8 11:54:24 node7 kernel: [    0.385405] pnp 00:05: [io  0x0000-0x000f]
Jul  8 11:54:24 node7 kernel: [    0.385406] pnp 00:05: [io  0x0081-0x0083]
Jul  8 11:54:24 node7 kernel: [    0.385407] pnp 00:05: [io  0x0087]
Jul  8 11:54:24 node7 kernel: [    0.385408] pnp 00:05: [io  0x0089-0x008b]
Jul  8 11:54:24 node7 kernel: [    0.385408] pnp 00:05: [io  0x008f]
Jul  8 11:54:24 node7 kernel: [    0.385409] pnp 00:05: [io  0x00c0-0x00df]
Jul  8 11:54:24 node7 kernel: [    0.385420] pnp 00:05: Plug and Play ACPI device, IDs PNP0200 (active)
Jul  8 11:54:24 node7 kernel: [    0.385425] pnp 00:06: [io  0x0070-0x0071]
Jul  8 11:54:24 node7 kernel: [    0.385428] pnp 00:06: [irq 8]
Jul  8 11:54:24 node7 kernel: [    0.385437] pnp 00:06: Plug and Play ACPI device, IDs PNP0b00 (active)
Jul  8 11:54:24 node7 kernel: [    0.385441] pnp 00:07: [io  0x0061]
Jul  8 11:54:24 node7 kernel: [    0.385452] pnp 00:07: Plug and Play ACPI device, IDs PNP0800 (active)
Jul  8 11:54:24 node7 kernel: [    0.385465] pnp 00:08: [io  0x0010-0x001f]
Jul  8 11:54:24 node7 kernel: [    0.385466] pnp 00:08: [io  0x0022-0x003f]
Jul  8 11:54:24 node7 kernel: [    0.385467] pnp 00:08: [io  0x0044-0x005f]
Jul  8 11:54:24 node7 kernel: [    0.385468] pnp 00:08: [io  0x0062-0x0063]
Jul  8 11:54:24 node7 kernel: [    0.385469] pnp 00:08: [io  0x0065-0x006f]
Jul  8 11:54:24 node7 kernel: [    0.385470] pnp 00:08: [io  0x0072-0x007f]
Jul  8 11:54:24 node7 kernel: [    0.385471] pnp 00:08: [io  0x0080]
Jul  8 11:54:24 node7 kernel: [    0.385472] pnp 00:08: [io  0x0084-0x0086]
Jul  8 11:54:24 node7 kernel: [    0.385473] pnp 00:08: [io  0x0088]
Jul  8 11:54:24 node7 kernel: [    0.385474] pnp 00:08: [io  0x008c-0x008e]
Jul  8 11:54:24 node7 kernel: [    0.385475] pnp 00:08: [io  0x0090-0x009f]
Jul  8 11:54:24 node7 kernel: [    0.385476] pnp 00:08: [io  0x00a2-0x00bf]
Jul  8 11:54:24 node7 kernel: [    0.385477] pnp 00:08: [io  0x00e0-0x00ef]
Jul  8 11:54:24 node7 kernel: [    0.385478] pnp 00:08: [io  0x04d0-0x04d1]
Jul  8 11:54:24 node7 kernel: [    0.385508] system 00:08: [io  0x04d0-0x04d1] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385509] system 00:08: Plug and Play ACPI device, IDs PNP0c02 (active)
Jul  8 11:54:24 node7 kernel: [    0.385514] pnp 00:09: [io  0x00f0-0x00ff]
Jul  8 11:54:24 node7 kernel: [    0.385517] pnp 00:09: [irq 13]
Jul  8 11:54:24 node7 kernel: [    0.385528] pnp 00:09: Plug and Play ACPI device, IDs PNP0c04 (active)
Jul  8 11:54:24 node7 kernel: [    0.385679] pnp 00:0a: [io  0x0400-0x0453]
Jul  8 11:54:24 node7 kernel: [    0.385680] pnp 00:0a: [io  0x0458-0x047f]
Jul  8 11:54:24 node7 kernel: [    0.385681] pnp 00:0a: [io  0x1180-0x119f]
Jul  8 11:54:24 node7 kernel: [    0.385682] pnp 00:0a: [io  0x0500-0x057f]
Jul  8 11:54:24 node7 kernel: [    0.385683] pnp 00:0a: [mem 0xfed1c000-0xfed1ffff]
Jul  8 11:54:24 node7 kernel: [    0.385684] pnp 00:0a: [mem 0xfec00000-0xfecfffff]
Jul  8 11:54:24 node7 kernel: [    0.385686] pnp 00:0a: [mem 0xfed08000-0xfed08fff]
Jul  8 11:54:24 node7 kernel: [    0.385687] pnp 00:0a: [mem 0xff000000-0xffffffff]
Jul  8 11:54:24 node7 kernel: [    0.385721] system 00:0a: [io  0x0400-0x0453] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385722] system 00:0a: [io  0x0458-0x047f] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385723] system 00:0a: [io  0x1180-0x119f] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385724] system 00:0a: [io  0x0500-0x057f] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385726] system 00:0a: [mem 0xfed1c000-0xfed1ffff] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385727] system 00:0a: [mem 0xfec00000-0xfecfffff] could not be reserved
Jul  8 11:54:24 node7 kernel: [    0.385728] system 00:0a: [mem 0xfed08000-0xfed08fff] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385730] system 00:0a: [mem 0xff000000-0xffffffff] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385731] system 00:0a: Plug and Play ACPI device, IDs PNP0c01 (active)
Jul  8 11:54:24 node7 kernel: [    0.385751] pnp 00:0b: [io  0x0454-0x0457]
Jul  8 11:54:24 node7 kernel: [    0.385778] system 00:0b: [io  0x0454-0x0457] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.385780] system 00:0b: Plug and Play ACPI device, IDs INT3f0d PNP0c02 (active)
Jul  8 11:54:24 node7 kernel: [    0.385841] pnp 00:0c: [mem 0xfed00000-0xfed003ff]
Jul  8 11:54:24 node7 kernel: [    0.385860] pnp 00:0c: Plug and Play ACPI device, IDs PNP0103 (active)
Jul  8 11:54:24 node7 kernel: [    0.385944] pnp 00:0d: [bus 40-ff]
Jul  8 11:54:24 node7 kernel: [    0.385945] pnp 00:0d: [io  0x0cf8-0x0cff]
Jul  8 11:54:24 node7 kernel: [    0.385946] pnp 00:0d: [io  0x0000-0x03af window]
Jul  8 11:54:24 node7 kernel: [    0.385947] pnp 00:0d: [io  0x03e0-0x0cf7 window]
Jul  8 11:54:24 node7 kernel: [    0.385948] pnp 00:0d: [io  0x0000 window]
Jul  8 11:54:24 node7 kernel: [    0.385949] pnp 00:0d: [io  0x0000-0xffff window]
Jul  8 11:54:24 node7 kernel: [    0.385951] pnp 00:0d: [mem 0x00000000 window]
Jul  8 11:54:24 node7 kernel: [    0.385952] pnp 00:0d: [mem 0x000c0000-0x000dffff window]
Jul  8 11:54:24 node7 kernel: [    0.385953] pnp 00:0d: [mem 0x00000000 window]
Jul  8 11:54:24 node7 kernel: [    0.385954] pnp 00:0d: [mem 0x00000000 window]
Jul  8 11:54:24 node7 kernel: [    0.385955] pnp 00:0d: [mem 0x00000000 window]
Jul  8 11:54:24 node7 kernel: [    0.385976] pnp 00:0d: Plug and Play ACPI device, IDs PNP0a08 PNP0a03 (active)
Jul  8 11:54:24 node7 kernel: [    0.386129] pnp 00:0e: [mem 0xfed40000-0xfed44fff]
Jul  8 11:54:24 node7 kernel: [    0.386169] system 00:0e: [mem 0xfed40000-0xfed44fff] has been reserved
Jul  8 11:54:24 node7 kernel: [    0.386171] system 00:0e: Plug and Play ACPI device, IDs PNP0c02 (active)
Jul  8 11:54:24 node7 kernel: [    0.386172] pnp: PnP ACPI: found 15 devices
Jul  8 11:54:24 node7 kernel: [    0.386173] ACPI: ACPI bus type pnp unregistered
Jul  8 11:54:24 node7 kernel: [    0.391801] pci 0000:00:01.0: PCI bridge to [bus 03-03]
Jul  8 11:54:24 node7 kernel: [    0.391809] pci 0000:00:02.0: PCI bridge to [bus 05-05]
Jul  8 11:54:24 node7 kernel: [    0.391811] pci 0000:00:02.0:   bridge window [io  0xc000-0xcfff]
Jul  8 11:54:24 node7 kernel: [    0.391814] pci 0000:00:02.0:   bridge window [mem 0xee000000-0xef0fffff]
Jul  8 11:54:24 node7 kernel: [    0.391817] pci 0000:00:02.0:   bridge window [mem 0xe0000000-0xe9ffffff 64bit pref]
Jul  8 11:54:24 node7 kernel: [    0.391823] pci 0000:00:03.0: PCI bridge to [bus 04-04]
Jul  8 11:54:24 node7 kernel: [    0.391831] pci 0000:00:11.0: PCI bridge to [bus 02-02]
Jul  8 11:54:24 node7 kernel: [    0.391833] pci 0000:00:11.0:   bridge window [io  0xd000-0xdfff]
Jul  8 11:54:24 node7 kernel: [    0.391841] pci 0000:00:11.0:   bridge window [mem 0xea400000-0xea8fffff 64bit pref]
Jul  8 11:54:24 node7 kernel: [    0.391847] pci 0000:00:1c.0: PCI bridge to [bus 01-01]
Jul  8 11:54:24 node7 kernel: [    0.391856] pci 0000:00:1c.5: PCI bridge to [bus 06-06]
